        2018           1           1           0   2.50000000       87.5000000      0.500000000       402.855469       0.00000000      0.264256090    
        2018           1           1           1   2.79999995       85.0999985      0.400000006       449.929565       0.00000000      0.297889233    
        2018           1           1           2   2.29999995       87.1999969      0.200000003       407.702698       0.00000000      0.247467265    
        2018           1           1           3   1.79999995       88.8000031       0.00000000       375.869263       0.00000000      0.197113752    
        2018           1           1           4   1.60000002       89.0000000     -0.100000001       371.432892       0.00000000      0.177349955    
        2018           1           1           5   1.39999998       89.5999985     -0.100000001       359.687347       0.00000000      0.156376153    
        2018           1           1           6   1.79999995       86.9000015     -0.200000003       411.326599       0.00000000      0.201433480    
        2018           1           1           7   1.60000002       88.0000000     -0.200000003       389.944885       0.00000000      0.179369897    
        2018           1           1           8   2.29999995       84.3000031       0.00000000       463.186615       0.00000000      0.256000370    
        2018           1           1           9   2.29999995       85.9000015      0.100000001       432.377197       0.00000000      0.251221150    
        2018           1           1          10   3.70000005       81.5000000      0.600000024       525.412476       0.00000000      0.385626942    
        2018           1           1          11   3.70000005       83.4000015       1.00000000       487.376709       0.00000000      0.376820356    
        2018           1           1          12   4.80000019       82.5999985       2.00000000       508.779877       0.00000000      0.456804842    
        2018           1           1          13   6.59999990       77.0000000       2.70000005       636.141174       0.00000000      0.594572246    
        2018           1           1          14   7.90000010       71.5999985       2.90000010       766.645020       0.00000000      0.700096488    
        2018           1           1          15   8.30000019       74.0999985       3.90000010       711.780457       0.00000000      0.691518188    
        2018           1           1          16   8.00000000       78.6999969       4.40000010       607.836609       0.00000000      0.640424550    
        2018           1           1          17   8.19999981       74.0000000       3.70000005       713.374695       0.00000000      0.688792288    
        2018           1           1          18   8.89999962       68.5000000       3.29999995       848.465149       0.00000000      0.770250678    
        2018           1           1          19   9.19999981       65.6999969       2.90000010       920.811646       0.00000000      0.813549876    
        2018           1           1          20   9.39999962       66.6999969       3.29999995       897.231689       0.00000000      0.807745278    
        2018           1           1          21   9.69999981       64.8000031       3.20000005       948.242432       0.00000000      0.840848923    
        2018           1           1          22   8.50000000       70.8000031       3.29999995       789.936829       0.00000000      0.731264532    
        2018           1           1          23   8.80000019       68.8000031       3.09999990       840.340515       0.00000000      0.763426542    
        2018           1           2           0   7.90000010       74.4000015       3.29999995       702.236206      0.400000006      0.673673391    
        2018           1           2           1   6.69999981       90.0999985       5.00000000       370.387421      0.600000024      0.512027562    
        2018           1           2           2   5.59999990       95.5000000       4.69999981       266.713379       0.00000000      0.435697854    
        2018           1           2           3   5.90000010       91.9000015       4.50000000       333.486023       0.00000000      0.467222333    
        2018           1           2           4   6.59999990       87.0999985       4.40000010       427.891754      0.200000003      0.525432885    
        2018           1           2           5   6.59999990       91.1999969       5.00000000       349.171265      0.600000024      0.501736403    
        2018           1           2           6   5.50000000       99.5999985       5.30000019       194.164581       0.00000000      0.413115412    
        2018           1           2           7   4.50000000       100.000000       4.40000010       184.948425      0.200000003      0.361067623    
        2018           1           2           8   4.40000010       100.000000       4.30000019       184.721558       1.20000005      0.355535954    
        2018           1           2           9   4.30000019       100.000000       4.19999981       184.497742       2.00000000      0.349910259    
        2018           1           2          10   4.40000010       100.000000       4.30000019       184.721558       1.79999995      0.355535954    
        2018           1           2          11   4.40000010       100.000000       4.30000019       184.721558       1.00000000      0.355535954    
        2018           1           2          12   4.40000010       100.000000       4.30000019       184.721558       1.20000005      0.355535954    
        2018           1           2          13   4.69999981       100.000000       4.59999990       185.402191       1.79999995      0.371853203    
        2018           1           2          14   5.00000000       100.000000       5.00000000       186.088959       1.00000000      0.387354493    
        2018           1           2          15   5.40000010       98.0999985       5.00000000       220.034790       1.00000000      0.414710611    
        2018           1           2          16   5.50000000       97.3000031       5.00000000       234.374084       1.60000002      0.422913611    
        2018           1           2          17   5.30000019       100.000000       5.19999981       186.781845      0.800000012      0.402069747    
        2018           1           2          18   5.50000000       97.6999969       5.09999990       227.322479       1.20000005      0.421176493    
        2018           1           2          19   5.80000019       91.5000000       4.30000019       340.571350      0.200000003      0.464536577    
        2018           1           2          20   5.19999981       95.1999969       4.40000010       270.886108       0.00000000      0.417345941    
        2018           1           2          21   4.09999990       100.000000       4.00000000       184.050110       0.00000000      0.338371664    
        2018           1           2          22   4.09999990       100.000000       4.09999990       184.050110       0.00000000      0.338371664    
        2018           1           2          23   3.79999995       100.000000       3.70000005       183.384811       0.00000000      0.320328265    
        2018           1           3           0   3.20000005       100.000000       3.09999990       182.075668       0.00000000      0.281469852    
        2018           1           3           1   2.79999995       100.000000       2.70000005       181.217209       0.00000000      0.253398180    
