1,240.386353
2,243.593307
3,247.772156
4,246.484467
5,252.263718
6,256.41803
7,263.745575
8,278.026642
9,282.475281
10,269.819183
11,249.697556
12,217.93158
13,194.796158
14,185.224365
15,176.940247
16,175.554459
17,176.327072
18,175.940765
19,181.094574
20,190.706223
21,196.154358
22,212.274963
23,216.257584
24,213.60556
25,209.610672
26,208.276993
27,213.60556
28,222.364899
29,229.784409
30,240.079758
31,248.740982
32,258.959686
33,267.528931
34,280.516144
35,276.426208
36,245.196777
37,211.487015
38,198.861572
39,193.434891
40,189.341888
41,186.600952
42,187.97142
43,194.796158
44,200.216705
45,197.509491
46,194.796158
47,189.341888
48,185.224365
49,182.474228
50,181.094574
51,183.85083
52,187.97142
53,189.341888
54,187.97142
55,178.586655
56,187.382767
57,198.622421
58,200.857483
59,198.128815
60,201.10582
61,215.969391
62,310.053223
63,426.269897
64,521.497314
65,499.189697
66,320.624481
67,238.764481
68,206.82988
69,222.582565
70,209.754776
71,211.674042
72,252.070572
73,259.56366
74,297.743561
75,346.75531
76,367.818176
77,342.254547
78,364.485504
79,352.212646
80,345.939789
81,364.111481
82,358.89328
83,369.372589
84,426.309753
85,443.012878
86,622.905579
87,872.195374
88,898.973083
89,867.286865
90,788.314941
91,777.498352
92,642.987366
93,519.513672
94,459.578033
95,372.141113
96,335.399139
97,376.72467
98,414.233093
99,350.676605
100,253.563675
101,235.477829
102,273.651581
103,228.131882
104,244.641846
105,281.316345
106,291.446167
107,278.636749
108,400.341431
109,508.436493
110,509.95105
111,426.738983
112,374.293396
113,345.786469
114,344.305634
115,251.530975
116,206.069534
117,185.678116
118,273.225403
119,242.47731
120,251.000565
121,533.347046
122,305.215179
123,284.977081
124,342.708313
125,295.186584
126,389.806915
127,341.785461
128,319.122192
129,286.151306
130,305.895813
131,358.93927
132,368.041992
133,452.492676
134,537.890747
135,571.664917
136,670.786011
137,570.153442
138,466.617371
139,439.358307
140,342.631653
141,190.828857
142,175.747604
143,175.747604
144,175.747604
145,175.747604
146,175.747604
147,176.133911
148,176.719513
149,176.523285
150,189.577972
151,323.791595
152,430.697083
153,490.957703
154,596.826904
155,700.390564
156,793.189758
157,821.178528
158,846.242371
159,878.339478
160,820.862732
161,793.885681
162,710.379333
163,603.335876
164,656.955688
165,690.291382
166,729.010864
167,753.34198
168,735.66394
169,701.117188
170,652.362915
171,507.18866
172,504.10434
173,509.702728
174,506.017487
175,522.095154
176,545.095642
177,540.536621
178,495.351166
179,474.524384
180,526.292419
181,652.07782
182,728.725769
183,825.391052
184,749.810059
185,590.964844
186,474.647003
187,475.520782
188,432.122742
189,389.178406
190,390.883057
191,427.805908
192,436.67868
193,515.454407
194,525.857056
195,618.880066
196,606.184082
197,552.165649
198,388.117615
199,330.889191
200,292.78595
201,275.576965
202,273.059845
203,258.78186
204,242.299484
205,229.060852
206,213.654617
207,212.320938
208,207.476791
209,206.937195
210,210.944351
211,216.530457
212,225.562637
213,226.307663
214,232.687836
215,240.386353
216,236.587677
217,237.884567
218,233.990845
219,226.874863
220,221.328613
221,214.148239
222,204.254517
223,194.796158
224,190.706223
225,185.224365
226,181.094574
227,183.85083
228,181.094574
229,178.329117
230,174.165604
231,176.133911
232,176.523285
233,176.719513
234,175.940765
235,174.791046
236,187.97142
237,186.600952
238,183.85083
239,183.85083
240,182.474228
241,179.714905
242,176.940247
243,176.133911
244,176.523285
245,176.719513
246,176.719513
247,176.327072
248,176.523285
249,175.747604
250,174.981125
251,175.747604
252,178.313782
253,178.718491
254,180.162537
255,211.281601
256,252.113495
257,275.288757
258,221.840622
259,188.357727
260,258.288239
261,393.761963
262,537.795715
263,490.421143
264,538.798279
265,508.117645
266,509.313354
267,513.289856
268,471.369537
269,423.593353
270,426.892273
271,380.799255
272,365.938751
273,391.42572
274,380.379242
275,417.026154
276,450.306702
277,578.771729
278,676.270996
279,770.207642
280,841.720154
281,809.757996
282,620.081909
283,519.52594
284,421.379761
285,405.072144
286,408.435455
287,398.581573
288,375.495239
289,338.081818
290,328.715454
291,332.37616
292,363.200897
293,374.921906
294,381.387909
295,345.532013
296,337.177399
297,396.932129
298,397.367493
299,511.168213
300,524.541748
301,485.408386
302,468.527435
303,417.890747
304,420.656189
305,412.51004
306,366.300537
307,360.472229
308,407.301056
309,463.131409
310,455.601532
311,404.532532
312,392.351654
313,390.886139
314,488.327148
315,438.263763
316,347.006714
317,449.972504
318,434.262726
319,419.938782
320,504.420135
321,517.821289
322,493.600525
323,474.505981
324,511.339905
325,536.538696
326,627.651611
327,660.095154
328,653.248962
329,657.320557
330,569.849915
331,557.380798
332,555.308228
333,558.907654
334,622.951599
335,595.615845
336,588.13501
337,577.082397
338,553.680237
339,483.823303
340,446.624512
341,514.329163
342,410.91272
343,329.65976
344,372.692963
345,352.997528
346,277.652588
347,227.950989
