    253.02     250.00     370.23
    151.02     150.00     222.50
    161.92     162.50     241.03
    316.92     312.50     462.81
    364.19     362.50     536.95
    387.50     387.50     574.13
    412.14     400.00     593.08
    425.10     412.50     612.26
    431.45     425.00     631.07
    328.00     325.00     482.80
    384.10     387.50     575.06
    459.46     450.00     667.52
    418.12     412.50     612.19
    104.28     112.50     167.43
    124.62     137.50     204.24
    153.86     150.00     222.62
    184.94     187.50     277.92
    190.40     187.50     277.77
    183.55     187.50     277.68
    136.87     137.50     203.78
    111.59     125.00     185.30
     73.79      75.00     111.42
     44.47      62.50      92.94
     92.28     100.00     148.30
    113.36     112.50     166.45
    123.02     125.00     184.77
    106.68     112.50     166.36
     75.98      75.00     111.10
     84.22      87.50     129.53
     51.20      62.50      92.61
     87.62     100.00     147.82
    187.63     200.00     295.01
    203.90     200.00     295.01
    146.08     137.50     202.95
     40.66      50.00      74.12
     62.81      62.50      92.52
     68.84      62.50      92.52
     99.19      87.50     129.33
    163.96     137.50     202.91
    157.75     125.00     184.51
    149.09     125.00     184.43
    189.06     162.50     239.50
    212.50     175.00     257.77
    203.48     162.50     239.29
    216.32     175.00     257.49
    144.16     112.50     165.69
    122.02     100.00     147.29
    133.51     112.50     165.59
    115.67      87.50     128.90
    165.98     125.00     184.05
    166.99     137.50     202.51
    267.83     237.50     349.66
    356.80     337.50     496.94
    412.10     387.50     570.92
    558.53     562.50     828.71
    581.09     587.50     865.61
    540.24     537.50     792.16
    465.23     462.50     681.84
    430.65     437.50     644.94
    267.00     262.50     387.16
    305.06     275.00     405.40
    258.82     225.00     331.75
    345.60     325.00     478.76
    223.14     200.00     294.85
    181.94     150.00     221.26
    200.68     187.50     276.45
    206.54     187.50     276.42
    198.66     175.00     258.08
    148.50     125.00     184.35
    122.62     100.00     147.63
    140.78     112.50     166.02
    154.65     125.00     184.37
    146.35     112.50     165.96
    233.66     212.50     312.97
    293.69     262.50     386.58
    349.00     325.00     478.97
    558.07     575.00     848.03
    467.02     475.00     702.30
    470.47     462.50     684.13
    485.24     475.00     703.21
    427.20     425.00     629.58
    303.65     300.00     444.65
    235.82     237.50     351.74
    157.70     162.50     240.67
    140.53     150.00     222.14
     64.98      75.00     111.33
    214.29     212.50     314.43
    446.98     437.50     646.27
    412.73     412.50     609.43
    353.64     350.00     517.11
    413.12     412.50     609.50
    329.04     312.50     462.01
    376.08     375.00     554.13
    379.58     375.00     554.01
    265.68     262.50     387.96
    159.27     150.00     221.81
    121.21     125.00     184.81
    118.94     125.00     184.77
    264.66     262.50     387.79
    431.76     425.00     627.82
    545.46     550.00     813.20
    713.68     737.50    1091.67
    759.86     787.50    1167.15
    720.14     750.00    1111.24
    703.92     712.50    1055.93
    513.57     512.50     759.99
    307.50     300.00     444.94
    224.36     212.50     315.04
    305.09     300.00     444.17
    364.05     362.50     536.20
    416.02     412.50     609.63
    350.10     350.00     517.22
    238.53     237.50     351.13
    284.54     287.50     425.14
     67.06      75.00     111.33
     10.87      12.50      18.98
      6.70      25.00      37.43
     31.22      50.00      74.28
     43.17      50.00      74.21
     75.83      87.50     129.49
     98.04     112.50     166.27
    107.88     112.50     166.21
    134.74     150.00     221.48
    313.01     312.50     460.76
    337.91     337.50     497.86
    375.26     362.50     534.93
    401.40     400.00     590.21
    460.74     450.00     663.78
    534.00     525.00     773.49
    517.92     500.00     736.60
    481.20     462.50     681.40
    342.88     312.50     460.32
    290.80     262.50     386.45
    373.28     350.00     514.99
    230.50     200.00     294.46
    188.79     150.00     220.85
    216.54     187.50     275.85
    281.65     237.50     349.35
    282.78     250.00     367.83
    259.02     237.50     349.54
    240.98     212.50     312.87
    197.28     162.50     239.53
     90.86      75.00     110.90
     72.93      75.00     110.93
     64.95      87.50     129.33
    287.06     250.00     368.15
    342.56     312.50     459.97
    428.06     400.00     588.55
    598.80     600.00     882.01
    669.11     675.00     992.30
    715.33     725.00    1065.77
    782.75     800.00    1175.72
    804.69     837.50    1229.87
    764.33     787.50    1156.47
    596.74     587.50     863.74
    466.08     450.00     661.99
    458.60     437.50     643.48
    434.17     412.50     606.87
    425.61     400.00     588.49
    380.11     362.50     533.42
    502.95     487.50     716.26
    397.29     362.50     532.67
    332.83     287.50     422.52
    341.40     312.50     458.92
    327.85     287.50     422.11
    285.28     250.00     367.08
    195.10     162.50     238.72
    217.84     175.00     257.19
    216.98     187.50     275.64
    223.79     187.50     275.76
    218.52     187.50     275.85
    196.92     162.50     239.22
    213.64     175.00     257.66
    250.25     225.00     331.10
    150.05     112.50     165.93
    102.30      75.00     110.83
    138.50     112.50     165.98
    162.82     137.50     202.75
    146.50     125.00     184.35
    112.28      87.50     129.21
     98.21      62.50      92.44
     98.01      62.50      92.42
    106.08      75.00     110.81
     96.02      75.00     110.80
     97.91      75.00     110.78
     83.83      50.00      74.02
     77.80      50.00      74.01
     97.72      75.00     110.76
     67.89      50.00      74.01
     24.26      12.50      18.88
     10.40      12.50      18.89
      0.50      12.50      18.89
      0.50      25.00      37.27
      0.50      25.00      37.27
      0.50      25.00      37.28
     18.39       0.00       0.50
    162.34     125.00     184.33
    159.54     125.00     184.23
    159.22     125.00     184.19
    243.04     200.00     294.27
    259.46     212.50     312.67
    211.44     175.00     257.63
    177.08     150.00     220.88
    103.25      75.00     110.71
     72.87      50.00      73.91
     44.02      25.00      37.09
     51.91      25.00      37.11
     41.03      25.00      37.16
     39.58      25.00      37.21
     72.80      50.00      73.90
     67.21      37.50      55.41
     93.42      75.00     109.79
    122.22     100.00     145.93
    105.04      75.00     109.86
     67.21      50.00      73.71
     83.32      50.00      73.79
    150.26     125.00     183.55
    120.56      87.50     128.37
     89.30      62.50      91.73
     98.78      75.00     110.20
    178.31     150.00     220.52
    313.34     275.00     404.00
    394.12     350.00     513.93
    385.34     350.00     514.10
    377.74     350.00     514.15
    304.36     262.50     385.82
    185.12     150.00     220.64
    100.05      75.00     110.57
     89.83      62.50      92.18
    120.28     100.00     147.07
    176.49     150.00     220.28
    234.50     200.00     293.67
    208.29     175.00     256.96
    228.65     187.50     275.37
    241.56     212.50     311.85
    231.12     187.50     275.19
    377.15     350.00     513.48
    370.76     337.50     495.43
    371.88     325.00     477.31
    357.43     312.50     459.22
    324.50     287.50     422.75
    308.03     287.50     422.98
    398.30     375.00     552.04
    397.04     362.50     533.83
    454.43     425.00     625.78
    509.81     487.50     717.66
    478.67     462.50     681.32
    474.28     475.00     699.95
    528.76     525.00     773.66
    497.44     500.00     737.00
    505.80     512.50     755.33
    492.32     500.00     736.84
    472.66     475.00     700.03
    402.86     400.00     589.77
    458.98     450.00     663.50
    474.93     475.00     700.41
    450.64     450.00     663.50
    447.27     450.00     663.28
    424.00     425.00     626.53
    445.24     450.00     663.64
    355.50     350.00     516.39
    303.61     300.00     442.55
    296.56     287.50     424.04
    213.70     212.50     313.65
    159.31     162.50     239.89
    219.42     225.00     331.96
    292.26     287.50     424.68
    426.62     425.00     628.02
    498.84     487.50     721.00
    411.00     412.50     610.22
    389.98     375.00     555.03
    378.20     362.50     536.78
    297.96     287.50     425.96
    166.80     175.00     259.62
    125.82     125.00     185.58
     74.56      87.50     130.04
     38.41      50.00      74.51
     11.01      12.50      19.00
      8.92      25.00      37.51
      0.50      12.50      19.00
      0.50      12.50      19.00
      0.50      25.00      37.50
      0.50      12.50      19.00
      4.67      25.00      37.47
      2.58      25.00      37.46
      0.50      12.50      18.98
      0.50      12.50      18.99
      0.50      12.50      18.98
      0.50      12.50      18.98
      0.50      12.50      18.98
      0.50      12.50      18.99
      0.50      12.50      19.00
      8.92      12.50      19.01
    134.19     137.50     204.05
    187.94     187.50     278.06
    284.32     275.00     407.38
    284.32     275.00     407.38
    278.18     275.00     407.42
